protocolo,municipio,uf,data,cobrade,ibge,regiao,descricao_tipologia,grupo_de_desastre,evento
ES-A-3202603-12200-20081123,Iconha,ES,2008-11-23,12200,3202603,Sudeste,Enxurradas,Hidrológico,1
ES-A-3202603-12200-20090705,Iconha,ES,2009-07-05,12200,3202603,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202603-12200-20161215,Iconha,ES,2016-12-15,12200,3202603,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202603-12200-20180317,Iconha,ES,2018-03-17,12200,3202603,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202603-12200-20180508,Iconha,ES,2018-05-08,12200,3202603,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202603-12100-20200117,Iconha,ES,2020-01-20,12100,3202603,Sudeste,Inundações,Hidrológico,1
ES-F-3202603-12300-20200730,Iconha,ES,2020-09-23,12300,3202603,Sudeste,Alagamentos,Hidrológico,1
ES-A-3202702-12200-20091030,Itaguaçu,ES,2009-10-30,12200,3202702,Sudeste,Enxurradas,Hidrológico,1
ES-P-3202702-12200-20101229,Itaguaçu,ES,2010-12-29,12200,3202702,Sudeste,Enxurradas,Hidrológico,1
ES-A-3202702-12200-20120103,Itaguaçu,ES,2012-01-03,12200,3202702,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202702-12200-20131221,Itaguaçu,ES,2013-12-21,12200,3202702,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202702-12200-20210308,Itaguaçu,ES,2021-03-16,12200,3202702,Sudeste,Enxurradas,Hidrológico,1
ES-A-3202801-12100-20081125,Itapemirim,ES,2008-11-25,12100,3202801,Sudeste,Inundações,Hidrológico,1
ES-D-3202801-12200-20090330,Itapemirim,ES,2009-03-30,12200,3202801,Sudeste,Enxurradas,Hidrológico,1
ES-C-3202801-12100-20101230,Itapemirim,ES,2010-12-30,12100,3202801,Sudeste,Inundações,Hidrológico,1
ES-P-3202801-12100-20110105,Itapemirim,ES,2011-01-05,12100,3202801,Sudeste,Inundações,Hidrológico,1
ES-P-3202801-12200-20131223,Itapemirim,ES,2014-01-07,12200,3202801,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202801-12100-20200125,Itapemirim,ES,2020-01-29,12100,3202801,Sudeste,Inundações,Hidrológico,1
ES-F-3202801-12300-20220111,Itapemirim,ES,2022-01-11,12300,3202801,Sudeste,Alagamentos,Hidrológico,1
ES-F-3202801-12300-20220112,Itapemirim,ES,2022-01-12,12300,3202801,Sudeste,Alagamentos,Hidrológico,1
ES-A-3202900-12200-20090107,Itarana,ES,2009-01-07,12200,3202900,Sudeste,Enxurradas,Hidrológico,1
ES-P-3202900-12200-20101227,Itarana,ES,2010-12-27,12200,3202900,Sudeste,Enxurradas,Hidrológico,1
ES-A-3202900-12200-20120103,Itarana,ES,2012-01-03,12200,3202900,Sudeste,Enxurradas,Hidrológico,1
ES-F-3202900-12200-20131220,Itarana,ES,2013-12-20,12200,3202900,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203007-12200-20101230,Iúna,ES,2010-12-30,12200,3203007,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203007-12200-20131225,Iúna,ES,2013-12-25,12200,3203007,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203056-12200-20140214,Jaguaré,ES,2014-02-17,12200,3203056,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203106-12200-20081218,Jerônimo Monteiro,ES,2008-12-18,12200,3203106,Sudeste,Enxurradas,Hidrológico,1
ES-D-3203106-12100-20090312,Jerônimo Monteiro,ES,2009-03-12,12100,3203106,Sudeste,Inundações,Hidrológico,1
ES-P-3203106-12200-20110318,Jerônimo Monteiro,ES,2011-03-18,12200,3203106,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203106-12200-20131223,Jerônimo Monteiro,ES,2013-12-23,12200,3203106,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203106-12100-20200125,Jerônimo Monteiro,ES,2020-02-03,12100,3203106,Sudeste,Inundações,Hidrológico,1
ES-F-3203106-12200-20220216,Jerônimo Monteiro,ES,2022-02-16,12200,3203106,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203130-12200-20090106,João Neiva,ES,2009-01-06,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203130-12200-20091029,João Neiva,ES,2009-10-29,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-D-3203130-12200-20100127,João Neiva,ES,2010-01-27,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203130-12200-20110313,João Neiva,ES,2011-03-13,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203130-12200-20120110,João Neiva,ES,2012-01-10,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203130-12200-20131218,João Neiva,ES,2013-12-18,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203130-12200-20181108,João Neiva,ES,2018-11-08,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203130-12100-20200104,João Neiva,ES,2020-01-07,12100,3203130,Sudeste,Inundações,Hidrológico,1
ES-F-3203130-12100-20200123,João Neiva,ES,2020-01-29,12100,3203130,Sudeste,Inundações,Hidrológico,1
ES-F-3203130-12100-20221128,João Neiva,ES,2022-11-28,12100,3203130,Sudeste,Inundações,Hidrológico,1
ES-F-3203130-12100-20221129,João Neiva,ES,2022-11-29,12100,3203130,Sudeste,Inundações,Hidrológico,1
ES-F-3203130-12200-20221130,João Neiva,ES,2022-11-30,12200,3203130,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203163-12100-20090107,Laranja da Terra,ES,2009-01-07,12100,3203163,Sudeste,Inundações,Hidrológico,1
ES-P-3203163-12200-20091207,Laranja da Terra,ES,2009-12-07,12200,3203163,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203163-12200-20101230,Laranja da Terra,ES,2010-12-30,12200,3203163,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203163-12200-20111230,Laranja da Terra,ES,2011-12-30,12200,3203163,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203163-12200-20131223,Laranja da Terra,ES,2013-12-23,12200,3203163,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203163-12300-20200118,Laranja da Terra,ES,2020-01-28,12300,3203163,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203163-12200-20210310,Laranja da Terra,ES,2021-03-16,12200,3203163,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203205-12200-20090105,Linhares,ES,2009-01-05,12200,3203205,Sudeste,Enxurradas,Hidrológico,1
ES-J-3203205-12200-20110312,Linhares,ES,2011-03-12,12200,3203205,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203205-12200-20120108,Linhares,ES,2012-01-08,12200,3203205,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203205-12300-20120325,Linhares,ES,2013-03-26,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12300-20131219,Linhares,ES,2013-12-19,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12100-20200127,Linhares,ES,2020-02-04,12100,3203205,Sudeste,Inundações,Hidrológico,1
ES-F-3203205-12100-20210222,Linhares,ES,2021-02-24,12100,3203205,Sudeste,Inundações,Hidrológico,1
ES-F-3203205-12300-20210308,Linhares,ES,2021-03-11,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12300-20211128,Linhares,ES,2021-12-15,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12300-20211218,Linhares,ES,2021-12-22,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12100-20220110,Linhares,ES,2022-01-10,12100,3203205,Sudeste,Inundações,Hidrológico,1
ES-F-3203205-12100-20220210,Linhares,ES,2022-02-10,12100,3203205,Sudeste,Inundações,Hidrológico,1
ES-F-3203205-12300-20221125,Linhares,ES,2022-11-25,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203205-12300-20221126,Linhares,ES,2022-11-26,12300,3203205,Sudeste,Alagamentos,Hidrológico,1
ES-A-3203304-12200-20080226,Mantenópolis,ES,2008-02-26,12200,3203304,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203304-12200-20131223,Mantenópolis,ES,2013-12-23,12200,3203304,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203304-12300-20200121,Mantenópolis,ES,2020-03-17,12300,3203304,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203304-12200-20200304,Mantenópolis,ES,2020-05-22,12200,3203304,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203320-12200-20131223,Marataízes,ES,2014-01-07,12200,3203320,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203320-12100-20171128,Marataízes,ES,2017-11-28,12100,3203320,Sudeste,Inundações,Hidrológico,1
ES-F-3203320-12300-20171212,Marataízes,ES,2017-12-12,12300,3203320,Sudeste,Alagamentos,Hidrológico,1
ES-N-3203346-12200-20080208,Marechal Floriano,ES,2008-02-08,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-N-3203346-12200-20080227,Marechal Floriano,ES,2008-02-27,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203346-12200-20090108,Marechal Floriano,ES,2009-01-08,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-N-3203346-12100-20090416,Marechal Floriano,ES,2009-04-16,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-C-3203346-12100-20090915,Marechal Floriano,ES,2009-09-15,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-N-3203346-12200-20091206,Marechal Floriano,ES,2009-12-06,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-N-3203346-12200-20100305,Marechal Floriano,ES,2010-03-05,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-J-3203346-12200-20101229,Marechal Floriano,ES,2010-12-29,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203346-12200-20120106,Marechal Floriano,ES,2012-01-06,12200,3203346,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203346-12100-20191114,Marechal Floriano,ES,2019-11-14,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-F-3203346-12100-20200124,Marechal Floriano,ES,2020-01-29,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-F-3203346-12100-20200302,Marechal Floriano,ES,2020-03-11,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-F-3203346-12100-20220215,Marechal Floriano,ES,2022-02-15,12100,3203346,Sudeste,Inundações,Hidrológico,1
ES-P-3203353-12200-20131223,Marilândia,ES,2014-01-07,12200,3203353,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203353-12200-20220108,Marilândia,ES,2022-01-08,12200,3203353,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203403-12200-20090106,Mimoso do Sul,ES,2009-01-06,12200,3203403,Sudeste,Enxurradas,Hidrológico,1
ES-J-3203403-12100-20110312,Mimoso do Sul,ES,2011-03-12,12100,3203403,Sudeste,Inundações,Hidrológico,1
ES-F-3203403-12100-20131211,Mimoso do Sul,ES,2013-12-20,12100,3203403,Sudeste,Inundações,Hidrológico,1
ES-F-3203403-12100-20220109,Mimoso do Sul,ES,2022-01-09,12100,3203403,Sudeste,Inundações,Hidrológico,1
ES-A-3203502-12200-20091102,Montanha,ES,2009-11-02,12200,3203502,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203700-12200-20091206,Muniz Freire,ES,2009-12-06,12200,3203700,Sudeste,Enxurradas,Hidrológico,1
ES-P-3203700-12100-20101229,Muniz Freire,ES,2010-12-29,12100,3203700,Sudeste,Inundações,Hidrológico,1
ES-A-3203700-12100-20110308,Muniz Freire,ES,2011-03-08,12100,3203700,Sudeste,Inundações,Hidrológico,1
ES-P-3203700-12200-20131223,Muniz Freire,ES,2013-12-23,12200,3203700,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203700-12200-20161215,Muniz Freire,ES,2016-12-15,12200,3203700,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203700-12200-20190316,Muniz Freire,ES,2019-03-16,12200,3203700,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203700-12300-20220109,Muniz Freire,ES,2022-01-09,12300,3203700,Sudeste,Alagamentos,Hidrológico,1
ES-P-3203809-12200-20101230,Muqui,ES,2010-12-30,12200,3203809,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203908-12200-20080226,Nova Venécia,ES,2008-02-26,12200,3203908,Sudeste,Enxurradas,Hidrológico,1
ES-A-3203908-12200-20091030,Nova Venécia,ES,2009-10-30,12200,3203908,Sudeste,Enxurradas,Hidrológico,1
ES-J-3203908-12100-20120104,Nova Venécia,ES,2012-01-04,12100,3203908,Sudeste,Inundações,Hidrológico,1
ES-F-3203908-12100-20131219,Nova Venécia,ES,2013-12-30,12100,3203908,Sudeste,Inundações,Hidrológico,1
ES-F-3203908-12300-20171208,Nova Venécia,ES,2017-12-08,12300,3203908,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203908-12300-20180308,Nova Venécia,ES,2018-03-08,12300,3203908,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203908-12300-20181019,Nova Venécia,ES,2018-10-19,12300,3203908,Sudeste,Alagamentos,Hidrológico,1
ES-F-3203908-12200-20190217,Nova Venécia,ES,2019-02-17,12200,3203908,Sudeste,Enxurradas,Hidrológico,1
ES-F-3203908-12100-20220215,Nova Venécia,ES,2022-02-15,12100,3203908,Sudeste,Inundações,Hidrológico,1
ES-F-3203908-12100-20221219,Nova Venécia,ES,2022-12-19,12100,3203908,Sudeste,Inundações,Hidrológico,1
ES-N-3204005-12200-20090401,Pancas,ES,2009-04-01,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204005-12200-20120105,Pancas,ES,2012-01-05,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-J-3204005-12200-20121118,Pancas,ES,2012-11-18,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204005-12200-20131218,Pancas,ES,2013-12-23,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204005-12200-20161119,Pancas,ES,2016-11-19,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204005-12200-20180208,Pancas,ES,2018-02-08,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204005-12200-20200301,Pancas,ES,2020-03-04,12200,3204005,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204005-12300-20220110,Pancas,ES,2022-01-10,12300,3204005,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20181027,Pedro Canário,ES,2018-10-27,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20190321,Pedro Canário,ES,2019-03-21,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20200126,Pedro Canário,ES,2020-02-11,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20200305,Pedro Canário,ES,2020-03-12,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20210208,Pedro Canário,ES,2021-02-12,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204054-12300-20221023,Pedro Canário,ES,2022-10-23,12300,3204054,Sudeste,Alagamentos,Hidrológico,1
ES-J-3204203-12200-20120110,Piúma,ES,2012-01-10,12200,3204203,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204302-12200-20101209,Presidente Kennedy,ES,2010-12-09,12200,3204302,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204302-12200-20131225,Presidente Kennedy,ES,2013-12-30,12200,3204302,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204351-12100-20091030,Rio Bananal,ES,2009-10-30,12100,3204351,Sudeste,Inundações,Hidrológico,1
ES-A-3204351-12100-20110312,Rio Bananal,ES,2011-03-12,12100,3204351,Sudeste,Inundações,Hidrológico,1
ES-A-3204351-12100-20120103,Rio Bananal,ES,2012-01-03,12100,3204351,Sudeste,Inundações,Hidrológico,1
ES-F-3204351-12200-20121217,Rio Bananal,ES,2013-12-30,12200,3204351,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204351-12300-20181230,Rio Bananal,ES,2018-12-30,12300,3204351,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204351-12300-20190205,Rio Bananal,ES,2019-02-05,12300,3204351,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204351-12300-20200122,Rio Bananal,ES,2020-01-23,12300,3204351,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204401-12200-20131211,Rio Novo do Sul,ES,2013-12-11,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20161118,Rio Novo do Sul,ES,2016-11-18,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20171101,Rio Novo do Sul,ES,2017-11-01,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20171123,Rio Novo do Sul,ES,2017-11-23,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20171128,Rio Novo do Sul,ES,2017-11-28,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20180308,Rio Novo do Sul,ES,2018-03-08,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20180415,Rio Novo do Sul,ES,2018-04-15,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20180508,Rio Novo do Sul,ES,2018-05-08,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20180828,Rio Novo do Sul,ES,2018-08-28,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20180915,Rio Novo do Sul,ES,2018-09-15,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20190207,Rio Novo do Sul,ES,2019-02-07,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20190221,Rio Novo do Sul,ES,2019-02-21,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204401-12200-20200923,Rio Novo do Sul,ES,2020-09-24,12200,3204401,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204500-12200-20081124,Santa Leopoldina,ES,2008-11-24,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204500-12200-20091031,Santa Leopoldina,ES,2009-10-31,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-P-3204500-12200-20101230,Santa Leopoldina,ES,2010-12-30,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204500-12200-20120110,Santa Leopoldina,ES,2012-01-10,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-J-3204500-12100-20120814,Santa Leopoldina,ES,2012-08-14,12100,3204500,Sudeste,Inundações,Hidrológico,1
ES-F-3204500-12200-20131221,Santa Leopoldina,ES,2013-12-30,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204500-12100-20180425,Santa Leopoldina,ES,2018-04-25,12100,3204500,Sudeste,Inundações,Hidrológico,1
ES-F-3204500-12200-20180509,Santa Leopoldina,ES,2018-05-09,12200,3204500,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204500-12100-20221128,Santa Leopoldina,ES,2022-11-28,12100,3204500,Sudeste,Inundações,Hidrológico,1
ES-A-3204559-12200-20090105,Santa Maria de Jetibá,ES,2009-01-05,12200,3204559,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204559-12200-20101226,Santa Maria de Jetibá,ES,2010-12-26,12200,3204559,Sudeste,Enxurradas,Hidrológico,1
ES-J-3204559-12100-20120103,Santa Maria de Jetibá,ES,2012-01-03,12100,3204559,Sudeste,Inundações,Hidrológico,1
ES-F-3204559-12200-20131222,Santa Maria de Jetibá,ES,2013-12-30,12200,3204559,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204559-12300-20181207,Santa Maria de Jetibá,ES,2018-12-07,12300,3204559,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204559-12300-20221124,Santa Maria de Jetibá,ES,2022-11-24,12300,3204559,Sudeste,Alagamentos,Hidrológico,1
ES-A-3204609-12100-20120106,Santa Teresa,ES,2012-01-06,12100,3204609,Sudeste,Inundações,Hidrológico,1
ES-P-3204609-12200-20120119,Santa Teresa,ES,2012-01-19,12200,3204609,Sudeste,Enxurradas,Hidrológico,1
ES-P-3204609-12200-20131223,Santa Teresa,ES,2013-12-23,12200,3204609,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204658-12200-20080225,São Domingos do Norte,ES,2008-02-25,12200,3204658,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204658-12200-20090102,São Domingos do Norte,ES,2009-01-02,12200,3204658,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204658-12200-20091030,São Domingos do Norte,ES,2009-10-30,12200,3204658,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204658-12300-20131217,São Domingos do Norte,ES,2013-12-21,12300,3204658,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204658-12300-20200302,São Domingos do Norte,ES,2020-03-06,12300,3204658,Sudeste,Alagamentos,Hidrológico,1
ES-A-3204708-12200-20080226,São Gabriel da Palha,ES,2008-02-26,12200,3204708,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204708-12200-20110312,São Gabriel da Palha,ES,2011-03-12,12200,3204708,Sudeste,Enxurradas,Hidrológico,1
ES-P-3204708-12200-20131223,São Gabriel da Palha,ES,2013-12-23,12200,3204708,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204807-12200-20081218,São José do Calçado,ES,2008-12-18,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204807-12200-20090104,São José do Calçado,ES,2009-01-04,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-P-3204807-12200-20101230,São José do Calçado,ES,2010-12-30,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204807-12200-20111219,São José do Calçado,ES,2011-12-19,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204807-12200-20111228,São José do Calçado,ES,2011-12-28,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204807-12100-20200120,São José do Calçado,ES,2020-01-28,12100,3204807,Sudeste,Inundações,Hidrológico,1
ES-F-3204807-12200-20211228,São José do Calçado,ES,2021-12-29,12200,3204807,Sudeste,Enxurradas,Hidrológico,1
ES-A-3204906-12100-20091102,São Mateus,ES,2009-11-02,12100,3204906,Sudeste,Inundações,Hidrológico,1
ES-F-3204906-12200-20131230,São Mateus,ES,2013-12-30,12200,3204906,Sudeste,Enxurradas,Hidrológico,1
ES-F-3204906-12100-20160125,São Mateus,ES,2016-01-25,12100,3204906,Sudeste,Inundações,Hidrológico,1
ES-F-3204906-12300-20180208,São Mateus,ES,2018-02-08,12300,3204906,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204906-12300-20181104,São Mateus,ES,2018-11-04,12300,3204906,Sudeste,Alagamentos,Hidrológico,1
ES-F-3204955-12100-20131224,São Roque do Canaã,ES,2013-12-24,12100,3204955,Sudeste,Inundações,Hidrológico,1
ES-F-3204955-12200-20180104,São Roque do Canaã,ES,2018-01-04,12200,3204955,Sudeste,Enxurradas,Hidrológico,1
ES-N-3205002-12100-20081121,Serra,ES,2008-11-21,12100,3205002,Sudeste,Inundações,Hidrológico,1
ES-A-3205002-12100-20091027,Serra,ES,2009-10-27,12100,3205002,Sudeste,Inundações,Hidrológico,1
ES-J-3205002-12200-20100305,Serra,ES,2010-03-05,12200,3205002,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205002-12200-20120105,Serra,ES,2012-01-05,12200,3205002,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205002-12200-20131221,Serra,ES,2013-12-21,12200,3205002,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205002-12200-20141030,Serra,ES,2014-11-06,12200,3205002,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205010-12200-20131223,Sooretama,ES,2014-01-07,12200,3205010,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205010-12100-20191023,Sooretama,ES,2019-10-23,12100,3205010,Sudeste,Inundações,Hidrológico,1
ES-F-3205010-12300-20191123,Sooretama,ES,2019-11-23,12300,3205010,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205010-12300-20200121,Sooretama,ES,2020-01-27,12300,3205010,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205010-12200-20210308,Sooretama,ES,2021-03-09,12200,3205010,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205010-12200-20220115,Sooretama,ES,2022-01-15,12200,3205010,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205010-12100-20220211,Sooretama,ES,2022-02-11,12100,3205010,Sudeste,Inundações,Hidrológico,1
ES-F-3205010-12100-20220213,Sooretama,ES,2022-02-13,12100,3205010,Sudeste,Inundações,Hidrológico,1
ES-F-3205010-12300-20220215,Sooretama,ES,2022-02-15,12300,3205010,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205010-12100-20221125,Sooretama,ES,2022-11-25,12100,3205010,Sudeste,Inundações,Hidrológico,1
ES-F-3205010-12300-20221130,Sooretama,ES,2022-11-30,12300,3205010,Sudeste,Alagamentos,Hidrológico,1
ES-N-3205036-12200-20080109,Vargem Alta,ES,2008-01-09,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205036-12200-20081117,Vargem Alta,ES,2008-11-17,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205036-12200-20090123,Vargem Alta,ES,2009-01-23,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205036-12200-20090407,Vargem Alta,ES,2009-04-07,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-P-3205036-12200-20110321,Vargem Alta,ES,2011-03-21,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205036-12200-20131217,Vargem Alta,ES,2013-12-21,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205036-12200-20180103,Vargem Alta,ES,2018-01-03,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205036-12300-20180509,Vargem Alta,ES,2018-05-09,12300,3205036,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205036-12200-20200117,Vargem Alta,ES,2020-01-19,12200,3205036,Sudeste,Enxurradas,Hidrológico,1
ES-F-3205036-12300-20210222,Vargem Alta,ES,2021-02-23,12300,3205036,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205036-12300-20211130,Vargem Alta,ES,2021-12-01,12300,3205036,Sudeste,Alagamentos,Hidrológico,1
ES-F-3205036-12300-20211228,Vargem Alta,ES,2021-12-30,12300,3205036,Sudeste,Alagamentos,Hidrológico,1
ES-P-3205069-12200-20131223,Venda Nova do Imigrante,ES,2013-12-23,12200,3205069,Sudeste,Enxurradas,Hidrológico,1
ES-D-3205101-12300-20080207,Viana,ES,2008-02-07,12300,3205101,Sudeste,Alagamentos,Hidrológico,1
ES-A-3205101-12200-20081119,Viana,ES,2008-11-19,12200,3205101,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205101-12200-20091027,Viana,ES,2009-10-27,12200,3205101,Sudeste,Enxurradas,Hidrológico,1
ES-N-3205101-12200-20100305,Viana,ES,2010-03-05,12200,3205101,Sudeste,Enxurradas,Hidrológico,1
ES-P-3205101-12200-20101230,Viana,ES,2010-12-30,12200,3205101,Sudeste,Enxurradas,Hidrológico,1
ES-A-3205101-12200-20110313,Viana,ES,2011-03-13,12200,3205101,Sudeste,Enxurradas,Hidrológico,1
